393;0596688Z;UFA LP RENE CASSIN MONTIGNY EN OSTREVENT;CFA Academique;PUBLIC;;;RUE DES ?COLES;;;59182;MONTIGNY-EN-OSTREVENT;;;;;;;
393;0596689A;CFA DES METIERS RURAUX - HAUSSY;CFA Agricole;PRIVE;;;14 RUE AUGUSTE DELCROIX;;;59294;HAUSSY;;;;;;;
393;0596690B;CREPS - LILLE;Autres CFA;PUBLIC;;;LUC - 180 AVENUE GASTON BERGER;;;59000;LILLE;;;;;;;
393;0596701N;UFA LYC?E DES MONTS DE FLANDRES HAZEBROUCK;CFA Academique;PUBLIC;;;4 AVENUE DES FLANDRES ENTREE B BP 20069;;;59522;HAZEBROUCK;;;;;;;
393;0596705T;UFA LP PIERRE ET MARIE CURIE AULNOYE AYMERIES;CFA Academique;PUBLIC;;;1 RUE DU FOYER;;;59620;AULNOYE-AYMERIES;;;;;;;
393;0596708W;FORMASUP - IAE VALENCIENNES;CFA Superieur;PRIVE;;;LES TERTIALES RUE DES CENT TETES;;;59313;VALENCIENNES CEDEX 9;;;;;;;
393;0596709X;FORMASUP - ISTV VALENCIENNES;CFA Superieur;PRIVE;;;LE MONT HOUY;;;59313;VALENCIENNES CEDEX 9;;;;;;;
393;0596711Z;FCMB - JEUMONT;CFA BTP;PRIVE;;;91 RUE DES USINES;;;59460;JEUMONT;;;;;;;
393;0596769M;AGAT - PROUVY;Autres CFA;PRIVE;;;ZAE A?RODROME EST 2 RUE COLI BP 31;;;59121;PROUVY;;;;;;;
393;0596775U;ADEFA - UFA LYCEE BEAUPRE HAUBOURDIN;Autres CFA;PRIVE;;;AVENUE DE BEAUPRE BP 79;;;59481;HAUBOURDIN CEDEX;;;;;;;
393;0596776V;INST. PROF. ST-LOUIS - MAUBEUGE;Autres CFA;PRIVE;;;LYCEE PRIVE NOTRE DAME DE GRACE QUAI DES NERVIENS;;;59602;MAUBEUGE CEDEX;;;;;;;
393;0596777W;CFAI - ESCAUDOEUVRES;Autres CFA;PRIVE;;;301 RUE JEAN JAURES;;;59161;ESCAUDOEUVRES;;;;;;;
393;0596795R;UFA LP CHARLOTTE PERRIAND GENECH;CFA Academique;PUBLIC;;;CHATEAU DU BOIS;;;59242;GENECH;;;;;;;
393;0596796S;FORMASUP - ESPEME LILLE;CFA Superieur;PRIVE;;;24 RUE GUSTAVE DELORY;;;59100;ROUBAIX;;;;;;;
393;0596797T;ADEFA - UFA ACTIF VALENCIENNES;Autres CFA;PRIVE;;;36 RUE DE L ABREUVOIR BP 36;;;59301;VALENCIENNES CEDEX;;;;;;;
393;0596798U;UFA LP GUYNEMER SAINT-POL SUR MER;CFA Academique;PUBLIC;;;99 RUE DE LA R?PUBLIQUE;;;59430;SAINT POL SUR MER;;;;;;;
393;0596807D;CFA DES METIERS RURAUX - AVESNES SUR HELPE;CFA Agricole;PRIVE;;;2 RUE DU PONT DES DAMES BP 24;;;59361;AVESNES SUR HELPE CEDEX;;;;;;;
393;0596809F;FORMASUP - ISA;CFA Superieur;PRIVE;;;48 BD VAUBAN;;;59046;LILLE CEDEX;;;;;;;
393;0596810G;FORMASUP - IUT B TOURCOING;CFA Superieur;PRIVE;;;35 RUE SAINTE BARBE BP 70460;;;59208;TOURCOING CEDEX;;;;;;;
393;0596811H;FORMASUP - INSTITUT CATHOLIQUE LILLE;CFA Superieur;PRIVE;;;FACULTE LIBRE DES SCIENCES ECONOMIQUES ET DE GESTI;60 BOULEVARD VAUBAN;;59016;LILLE CEDEX;;;;;;;
393;0596812J;FORMASUP - HEI LILLE;CFA Superieur;PRIVE;;;13 RUE DE TOUL;;;59046;LILLE CEDEX;;;;;;;
393;0596814L;FORMASUP - ECOLE POLYTECHNIQUE UNIVERSITAIRE LILLE;CFA Superieur;PRIVE;;;CITE SCIENTIFIQUE AVENUE PAUL LANGEVIN BP 179;;;59655;VILLENEUVE D'ASCQ CEDEX;;;;;;;
393;0596815M;FORMASUP - VALENCIENNES TERTIA 3000;CFA Superieur;PRIVE;;;BP 90 027;;;59301;VALENCIENNES CEDEX;;;;;;;
393;0596816N;CFA DE L'INSTITUT DES SERVICES A L'ENVIRONNEMENT S;Autres CFA;PRIVE;;;37 AVENUE DU MARECHAL DE LATTRE DE TAS;;;59875;SAINT-ANDRE LEZ LILLE CEDEX;;;;;;;
393;0596818R;ADEFA - UFA ARCNAM;Autres CFA;PRIVE;;;8 BOULEVARD LOUIS XIV;;;59044;LILLE CEDEX;;;;;;;
393;0596819S;ADEFA - UFA ICAM;Autres CFA;PRIVE;;;6 RUE AUBER;;;59000;LILLE CEDEX;;;;;;;
393;0596820T;CFA SANTE-RETRAITE AFPC  LILLE;Autres CFA;PRIVE;;;105 RUE D'HEM BP663;;;59656;VILLENEUVE D'ASCQ;;;;;;;
393;0596821U;FORMASUP - IUT VALENCIENNES MAUBEUGE;CFA Superieur;PRIVE;;;LIEU DIT LA PETITE SAVATTE;;;59600;MAUBEUGE;;;;;;;
393;0596822V;FORMASUP - ISTV VALENCIENNES MAUBEUGE;CFA Superieur;PRIVE;;;LIEU-DIT \LA PETITE SAVATTE\"";;;59600;MAUBEUGE;;;;;;;
393;0596823W;INST. PROF. ST-LOUIS - LILLE LYCEE PRIVE OZANAM;Autres CFA;PRIVE;;;50 RUE SAINT-GABRIEL;;;59045;LILLE CEDEX;;;;;;;
393;0596824X;INST. PROF. ST-LOUIS - TOURCOING;Autres CFA;PRIVE;;;LYCEE PRIVE JEHANNE D'ARC 106 RUE DE LILLE BP 170;;;59202;TOURCOING;;;;;;;
393;0596825Y;AGAT - GRANDE-SYNTHE;Autres CFA;PRIVE;;;ZONE INDUSTRIELLE;RUE FRANCOIS NOEL BABOEUF;;59760;GRANDE SYNTHE;;;;;;;
393;0596826Z;UFA LYCEE CAMILLE CLAUDEL FOURMIES;CFA Academique;PUBLIC;;;1 RUE PAUL LAFARGUE BP 139;;;59613;FOURMIES CEDEX;;;;;;;
393;0596827A;UFA LP PLACIDE COURTOY HAUTMONT;CFA Academique;PUBLIC;;;RUE PIERRE CURIE;;;59330;HAUTMONT;;;;;;;
393;0596828B;UFA LP FRANCOIS MANSART;CFA Academique;PUBLIC;;;270 AVENUE HENRY BARBUSSE BP 69;;;59582;MARLY CEDEX;;;;;;;
393;0596829C;UFA  LYCEE JEAN MOULIN;CFA Academique;PUBLIC;;;49 BOULEVARD DU GENERAL DE GAULLE BP 19;;;59051;ROUBAIX CEDEX;;;;;;;
393;0596830D;FORMASUP - ISTV CAMBRAI;CFA Superieur;PUBLIC;;;6 RUE DE RAMBOUILLET;;;59400;CAMBRAI;;;;;;;
393;0596831E;UFA LP DINAH DERYCKE;CFA Academique;PUBLIC;;;365 RUE JULES GUESDE;;;59650;VILLENEUVE D'ASCQ;;;;;;;
393;0596835J;CFA DE L'INSTITUT DES SERVICES A L'ENVIRONNEMENT -;Autres CFA;PRIVE;;;DOMAINE D'ENGRAIN 28 RUE VICTOR HUGO;;;59810;LESQUIN;;;;;;;
393;0596836K;CFA DE L'INSTITUT DES SERVICES A L'ENVIRONNEMENT -;Autres CFA;PRIVE;;;45 RUE HARALD STAMMBACK BP 61;;;59442;WASQUEHAL CEDEX;;;;;;;
393;0596837L;AGAT - ESCAUDOEUVRES;Autres CFA;PRIVE;;;301 RUE JEAN JAURES;;;59161;ESCAUDOEUVRES;;;;;;;
393;0596838M;CFA DE L'INSTITUT DES SERVICES A L'ENVIRONNEMENT -;Autres CFA;PRIVE;;;LYCEE BAGGIO BOULEVARD D'ALSACE;;;59000;LILLE;;;;;;;
393;0596839N;IFRIA - UFA EPLEA DOUAI;CFA Agricole;PRIVE;;;458 RUE DE LA MOTTE JULIEN BP 730;;;59507;DOUAI CEDEX;;;;;;;
393;0596847X;UFA LYCEE JEAN PROUVE LOMME;CFA Academique;PUBLIC;;;2 RUE DE LOMPRET;;;59463;LOMME CEDEX;;;;;;;
393;0596848Y;UFA LYCEE DE L'EUROPE DUNKERQUE;CFA Academique;PUBLIC;;;809 RUE DU BANC VERT;;;59640;DUNKERQUE;;;;;;;
393;0596849Z;UFA LP CROIZAT AUBY;CFA Academique;PUBLIC;;;RUE MARCEL PAUL;;;59650;AUBY;;;;;;;
393;0596850A;UFA LP VERTES FEUILLES;CFA Academique;PUBLIC;;;95 RUE GEORGES MAERTENS;;;59871;SAINT-ANDRE LEZ LILLE CEDEX;;;;;;;
393;0596865S;UFA LP LOUCHEUR ROUBAIX;CFA Academique;PUBLIC;;;8 BOULEVARD DE LYON;;;59059;ROUBAIX CEDEX;;;;;;;
393;0596866T;UFA ECOLE DE RECONVERSION PROF A MAGINOT ROUBAIX;CFA Academique;PUBLIC;;;35 RUE DU GENERAL SARRAIL;BP 345;;59056;ROUBAIX CEDEX;;;;;;;
393;0596867U;UFA LP LAVOISIER ROUBAIX;CFA Academique;PUBLIC;;;31 RUE LAVOISIER;;;59059;ROUBAIX CEDEX;;;;;;;
393;0596868V;CHAMBRE METIERS 59 - LE VIROLOIS TOURCOING;CFA Artisanat;PUBLIC;;;78 RUE DES PIATS;;;59208;TOURCOING CEDEX;;;;;;;
393;0596869W;FORMASUP - ROUBAIX IMD;CFA Superieur;PRIVE;;;6 RUE DE L HOTEL DE VILLE;BP 59;;59051;ROUBAIX CEDEX 01;;;;;;;
393;0596871Y;ADEFA - CEFIR DUNKERQUE;Autres CFA;PRIVE;;;CEFIR;;26 28 RUE DE LA PAIX;59140;DUNKERQUE;;;;;;;
393;0596880H;ADAMSS IFMK LOOS;Autres CFA;PRIVE;;;235 AVENUE DE LA RECHERCHE;PARC EURASANTE;;59120;LOOS;;;;;;;
393;0596881J;ADAMSS IKPO LILLE;Autres CFA;PRIVE;;;10 RUE JEAN BAPTISTE DE LA SALLE;;;59000;LILLE;;;;;;;
393;0596883L;UFA LP ILE DE FRANCE ARMENTIERES;CFA Academique;PUBLIC;;;246 BIS QUAI DEVIATION;;;59280;ARMENTIERES;;;;;;;
393;0596884M;UFA LP PAYS DE CONDE;CFA Academique;PUBLIC;;;RUE CHAUSSIETTE;;;59163;CONDE SUR ESCAUT;;;;;;;
393;0596885N;UFA LYCEE GUY DEBEYRE DUNKERQU;CFA Academique;PUBLIC;;;RUE DU CONTRE TORPILLEUR LE TRIOMPHANT;;;59383;DUNKERQUE CEDEX 1;;;;;;;
393;0596886P;UFA LP DES PLAINES DU NORD;CFA Academique;PUBLIC;;;74 AVENUE PETITE SYNTHE;;;59760;GRANDE-SYNTHE;;;;;;;
393;0596887R;UFA LYCEE BEAUPRE HAUBOURDIN;CFA Academique;PUBLIC;;;8 AVENUE BEAUPRE;BP7079;;59481;HAUBOURDIN CEDEX;;;;;;;
393;0596888S;UFA LP MAURICE DUHAMEL LOOS;CFA Academique;PUBLIC;;;1079 RUE GUY MOCQUET;;;59120;LOOS CEDEX;;;;;;;
393;0596889T;UFA LYCEE JEAN ROSTAND ROUBAIX;CFA Academique;PUBLIC;;;361 GRAND RUE;;;59100;ROUBAIX;;;;;;;
393;0596890U;UFA LP ALAIN SAVARY WATTRELOS;CFA Academique;PUBLIC;;;RUE TOUL;;;59150;WATTRELOS;;;;;;;
393;0596891V;UFA LYCEE COLBERT TOURCOING;CFA Academique;PUBLIC;;;2 PARVIS JEAN BAPTISTE COLBERT;;;59200;TOURCOING;;;;;;;
393;0596895Z;CFA AFI 24 - LYCEE EIFFEL ARMENTIERES;Autres CFA;PRIVE;;;96 RUE JULES LEBLEU;;;59280;ARMENTIERES;;;;;;;
393;0596896A;INST. PROF. ST LOUIS - LPP IF ARMENTIERES;Autres CFA;PRIVE;;;16 TER RUE LAMARTINE;BP 7;;59426;ARMENTIERES CEDEX;;;;;;;
393;0596897B;INSTITUT DE GENECH PECQUENCOURT;CFA Agricole;PRIVE;;;ROUTE DE RIEULAY;;;59146;PECQUENCOURT;;;;;;;
393;0596898C;CFA SANTE-RETRAITE AFPC MARCQ-EN-BAROEUL;Autres CFA;PRIVE;;;1001 AVENUE DE LA REPUBLIQUE;;;59700;MARCQ EN BAROEUL;;;;;;;
393;0596946E;FORMASUP - ASSIFA DUNKERQUE;Autres CFA;PUBLIC;;;Site de dunkerque Centre universitaire la Citadell;220, Avenue de l'universit?;BP 5313;59379;DUNKERQUE Cedex;;;;;;;
393;0596899D;FORMASUP-UNIVERSITE DU LITTORA;CFA Superieur;PRIVE;;;220 AVENUE DE L'UNIVERSITE;BP 5313;;59379;DUNKERQUE CEDEX;;;;;;;
393;0596902G;INST. PROF. ST LOUIS - LP DEPOORTER HAZEBROUCK;Autres CFA;PRIVE;;;7 RUE DEPOORTER;;;59190;HAZEBROUCK;;;;;;;
393;0596903H;INST. PROF. ST LOUIS - VALENCIENNES LA SAGESSE;Autres CFA;PRIVE;;;9 RUE DES CAPUCINS;;;59300;VALENCIENNES;;;;;;;
393;0596904J;FORMASUP - UNIVERSITE DE VALEN;CFA Superieur;PRIVE;;;LES TERTIALES RUE DES CENT TETES;;;59313;VALENCIENNES CEDEX 9;;;;;;;
393;0596908N;CREPS - MARCQ EN BAROEUL;Autres CFA;PUBLIC;;;93, rue du fort;BP 1015;;59700;MARCQ-EN-BAROEUL;;;;;;;
393;0596916X;UFA LYCEE PASTEUR LILLE;CFA Academique;PUBLIC;;;1 RUE DES URBANISTES;;;59000;LILLE;;;;;;;
393;0596917Y;INST. PROF. ST LOUIS - HAZEBROUCK SAINT JOSEPH;Autres CFA;PRIVE;;;10 RUE DE LA PAIX;;;59190;HAZEBROUCK;;;;;;;
393;0596918Z;FORMASUP - UFA BAGGIO LILLE;CFA Superieur;PRIVE;;;BOULEVARD D'ALSACE;;;59000;LILLE;;;;;;;
393;0596919A;FORMASUP - UFA AFI24;CFA Superieur;PRIVE;;;12 PLACE SAINT-HUBERT;;;59800;LILLE;;;;;;;
393;0596920B;CFA SANTE-RETRAITE AFPC IFSI MAUBEUGE;Autres CFA;PRIVE;;;BOULEVARD PASTEUR;;;59600;MAUBEUGE;;;;;;;
393;0596921C;ADEFA - UFA CREFO;Autres CFA;PRIVE;;;21-23 PLACE DE VERDUN;;;59650;VILLENEUVE D'ASCQ;;;;;;;
393;0596940Y;UFA LP AUTO ET TRANSPORT;CFA Academique;PUBLIC;;;Rue Alaxis Carrel BP 69;BP 69;;59760;GRANE SYNTHE;;;;;;;
393;0596941Z;CFA AFI 24 - WASQUEHAL;Autres CFA;PRIVE;;;LP J.Y. Cousteau 27 rue pasteur;;;59290;WASQUEHAL Cedex;;;;;;;
393;0596942A;CFA AFI 24 - LA MADELEINE;Autres CFA;PRIVE;;;Lyc?e Valentine Labee 41 rue Paul Doumer BP 20226;;;59563;LA MADELEINE Cedex;;;;;;;
393;0596943B;CFA SANTE-RETRAITE AFPC - MONS-EN-BAROEUL;Autres CFA;PRIVE;;;39-41, rue de Paris;;;59370;MONS-EN-BAROEUL;;;;;;;
393;0596944C;FORMASUP - Faculte des sciences juridiques, politi;Autres CFA;PUBLIC;;;1, place D?liot BP 629;;;59024;LILLE Cedex;;;;;;;
393;0596945D;CREPS - FAMARS;Autres CFA;PUBLIC;;;RD 958 le Mont Houy;;;59300;FAMARS;;;;;;;
393;0622305U;BTP CFA NPDC HESDIGNEUL;CFA BTP;PRIVE;;;23 ROUTE DE PONT DE BRIQUES;;;62360;HESDIGNEUL LES BOULOGNE;;;;;;;
393;0622309Y;CHAMBRE METIERS 62 - ARRAS;CFA Artisanat;PUBLIC;;;7 RUE EIFFEL BP 563;;;62008;ARRAS CEDEX;;;;;;;
393;0622318H;UFA LP HENRI SENEZ HENIN BEAUMONT;CFA Academique;PUBLIC;;;BOULEVARD DARCHICOURT BP 105;;;62252;H?NIN BEAUMONT CEDEX;;;;;;;
393;0622320K;UFA LP AUGUSTE BEHAL LENS;CFA Academique;PUBLIC;;;6 RUE PAUL ELUARD;;;62300;LENS;;;;;;;
393;0622445W;CFA ALAIN SAVARY - CU ARRAS;Autres CFA;PUBLIC;;;14 AVENUE JEAN ZAY BP 902;;;62022;ARRAS CEDEX;;;;;;;
393;0623105N;CFA DU LYCEE DU DETROIT CALAIS;CFA Academique;PUBLIC;;;200 RUE APOLLINAIRE BP 323;;;62107;CALAIS CEDEX;;;;;;;
393;0623121F;CHAMBRE METIERS 62 - BETHUNE;CFA Artisanat;PUBLIC;;;223 BOULEVARD VAUBAN;;;62400;BETHUNE;;;;;;;
393;0623123H;CHAMBRE METIERS 62 - SAINT-MARTIN-LES-BOULOGNE;CFA Artisanat;PUBLIC;;;ZAC DU MONT JOIE;;;62280;SAINT-MARTIN LES BOULOGNE;;;;;;;
393;0623124J;CHAMBRE METIERS 62 - CALAIS;CFA Artisanat;PUBLIC;;;320 BOULEVARD DU 8 MAI 1945 BP 205;;;62100;CALAIS;;;;;;;
393;0623129P;ARCPP - LE PORTEL;Autres CFA;PRIVE;;;8 RUE MONSEIGNEUR HAFFREINGUE;;;62480;LE PORTEL;;;;;;;
393;0623130R;UFA LP ALLENDE BETHUNE;CFA Academique;PUBLIC;;;RUE DE L'UNIVERSITE;;;62408;BETHUNE CEDEX;;;;;;;
393;0623373E;CFAI - MONTIGNY EN GOHELLE;Autres CFA;PRIVE;;;179 RUE DE LA LIBERATION;;;62640;MONTIGNY-EN-GOHELLE;;;;;;;
393;0594622D;ARCPP - VALENCIENNES;Autres CFA;PRIVE;;;LYCEE DU HAINAUT;1 AVENUE VILLARS;;59300;VALENCIENNES;;;;;;;
393;0596055L;INST. PROF. ST LOUIS - CAMBRAI;Autres CFA;PRIVE;;;LYCEE PRIVE TECHNIQUE LA SAGESSE 7 RUE DU TEMPLE B;31 BD DE LA LIBERTE;;59405;CAMBRAI;;;;;;;
393;0623465E;UFA LYCEE HOTELIER DU TOUQUET;CFA Academique;PUBLIC;;;1 AVENUE DU CH?TEAU BP 53;;;62520;LE TOUQUET;;;;;;;
393;0623564M;CFAI - SAINT-MARTIN-LES-BOULOGNE;Autres CFA;PRIVE;;;PARC D'ACTIVITE MONT JOIE - BLANC PIGNON BP 937;;;62280;SAINT-MARTIN LES BOULOGNE;;;;;;;
393;0623631K;CFA DES METIERS DE LA VENTE (SIADEP);Autres CFA;PRIVE;;;13 RUE MARCEL SEMBAT bp 006;;;62301;LENS CEDEX;;;;;;;
393;0623751R;EPLEFPA - TILLOY LES MOFFLAINE;CFA Agricole;PUBLIC;;;1 ROUTE DE CAMBRAI;;;62217;TILLOY LES MOFFLAINES;;;;;;;
393;0623801V;CFA AGFCPS FLANDRES AUDOMAROIS COTE D'OPALE - SAIN;Autres CFA;PRIVE;;;Z.I. DU BROCKUS BP 278;;;62504;SAINT OMER CEDEX;;;;;;;
393;0623837J;EPLEFPA RADINGHEM;CFA Agricole;PUBLIC;;;58 RUE PRINCIPALE;;;62350;RADINGHEM;;;;;;;
393;0623839L;EPLEFPA - ST OMER;CFA Agricole;PUBLIC;;;LE DOULAC;;;62500;SAINT OMER;;;;;;;
393;0623965Y;UFA LP MARGUERITE YOURCENAR BEUVRY;CFA Academique;PUBLIC;;;RUE SAINT EXUP?RY BP 35;;;62660;BEUVRY;;;;;;;
393;0623994E;FORMASUP - IUT BETHUNE;CFA Superieur;PRIVE;;;1230 RUE DE L'UNIVERSITE BP 819;;;62408;BETHUNE CEDEX;;;;;;;
393;0624061C;INSTITUT DE GENECH - COULOGNE;CFA Agricole;PRIVE;;;INSTITUT AGRICOLE RN 43;;;62137;COULOGNE;;;;;;;
393;0624091K;UFA LP CAZIN BOULOGNE;CFA Academique;PUBLIC;;;42 RUE JEAN CHARLES CAZIN;;;62321;BOULOGNE-SUR-MER;;;;;;;
393;0624092L;UFA LP TRAVAUX PUBLICS (J. BERTIN) BRUAY LA BUISSI;CFA Academique;PUBLIC;;;BOIS DES DAMES - ROUTE D AIRES;;;62702;BRUAY-LA-BUISSIERE;;;;;;;
393;0624094N;UFA LP MENDES FRANCE ST POL SUR TERNOISE;CFA Academique;PUBLIC;;;RUE SAINT-EXUP?RY BP 90159;;;62126;SAINT POL SUR TERNOISE CEDEX;;;;;;;
393;0624100V;CFA AGFCPS FLANDRES AUDOMAROIS COTE D'OPALE - SAIN;Autres CFA;PRIVE;;;ZAC DU MONT JOIE;;;62280;SAINT-MARTIN LES BOULOGNE;;;;;;;
393;0624102X;INST. PROF. ST LOUIS - ARRAS;Autres CFA;PRIVE;;;LYCEE PRIVE BEAUDIMONT SAINT-CHARLES 32 RUE BAUDIM;;;62008;ARRAS CEDEX;;;;;;;
393;0624103Y;INST. PROF. ST-LOUIS GUINES;Autres CFA;PRIVE;;;19 AVENUE FOCH;;;62340;GUINES;;;;;;;
393;0624150Z;INSTITUT DE GENECH - SAVY BERLETTE;CFA Agricole;PRIVE;;;22 ANCIENNE ROUTE NATIONALE 39;;;62690;SAVY BERLETTE;;;;;;;
393;0624182J;CFA DES METIERS RURAUX - SAMER;CFA Agricole;PRIVE;;;RUE DE QUESTRECQUES;;;62830;SAMER;;;;;;;
393;0624185M;CFA DES METIERS RURAUX - CAMPAGNE;CFA Agricole;PRIVE;;;7 RUE DES SANS CULOTTE;;;62650;CAMPAGNE LES BOULONNAIS;;;;;;;
393;0624232N;UFA LP MENDES-FRANCE BRUAY LA BUISSIERE;CFA Academique;PUBLIC;;;RUE DE SAINT OMER;;;62701;BRUAY-LA-BUISSIERE;;;;;;;
393;0624235S;CFA AGFCPS FLANDRES AUDOMAROIS COTE D'OPALE - BOUL;Autres CFA;PRIVE;;;CFPM 8/10 RUE DE VERDUN;;;62200;BOULOGNE-SUR-MER;;;;;;;
393;0624240X;FCMB - ARRAS;CFA BTP;PRIVE;;;23 AVENUE MICHONNEAU;;;62000;ARRAS;;;;;;;
393;0624244B;ADEFA - UFA LYC?E DEGRUGILLIER AUCHEL;Autres CFA;PRIVE;;;1 BOULEVARD BASLY BP 9;;;62260;AUCHEL;;;;;;;
393;0624250H;UFA LP JACQUES LE CARON ARRAS;CFA Academique;PUBLIC;;;61 AVENUE DE L HIPPODROME;;;62000;ARRAS;;;;;;;
393;0624253L;AGAT - CALAIS;Autres CFA;PRIVE;;;14 BOULEVARD DES ALLIES;;;62100;CALAIS;;;;;;;
393;0624254M;AGAT - ARRAS;Autres CFA;PRIVE;;;RUE GEIGER - ZI EST;;;62000;ARRAS;;;;;;;
393;0624262W;UFA LP BERNARD CHOCHOY LUMBRES;CFA Academique;PUBLIC;;;RUE MARX DORMOY BP 7;;;62380;LUMBRES;;;;;;;
393;0624275K;UFA LP JACQUES DURAND SAINT-OMER;CFA Academique;PUBLIC;;;9 RUE DE MONSIGNY;;;62505;SAINT-OMER CEDEX;;;;;;;
393;0624288Z;UFA LP JULES VERNE ETAPLES;CFA Academique;PUBLIC;;;54, AVENUE MONT LI?VIN;;;62630;ETAPLES;;;;;;;
393;0624289A;FORMASUP - CESI ARRAS;CFA Superieur;PRIVE;;;7 RUE DIDEROT;;;62000;ARRAS;;;;;;;
393;0624290B;FORMASUP - UNIVERSITE LITTORAL CALAIS;CFA Superieur;PRIVE;;;40 RUE FERDINAND BUISSON BP 649;;;62228;CALAIS CEDEX;;;;;;;
393;0624334Z;AVENIR PRO 62;CFA Specialise;PRIVE;;;174 AVENUE DE L'HIPPODROME;;;62000;ARRAS;;;;;;;
